Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link	ADHD_gene	parkinsons_gene	stuttering_gene	tic_gene
SLC12A5-AS1	SLC12A5 And MMP9 Antisense RNA 1	RNA Gene		20	GC20M046271	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A5-AS1	True	False	False	False
SLC12A6	Solute Carrier Family 12 Member 6	Protein Coding	Q9UHW9	59	GC15M034229	2.84557867050171	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A6	True	False	False	False
SLC12A7	Solute Carrier Family 12 Member 7	Protein Coding	Q9Y666	55	GC05M001050	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A7	False	True	False	False
SLC12A8	Solute Carrier Family 12 Member 8	Protein Coding	A0AV02	47	GC03M125082	0.164958119392395	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A8	False	False	False	True
SLC13A3	Solute Carrier Family 13 Member 3	Protein Coding	Q8WWT9	57	GC20M046557	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC13A3	False	True	False	False
SLC13A5	Solute Carrier Family 13 Member 5	Protein Coding	Q86YT5	56	GC17M006684	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC13A5	True	True	False	False
SLC14A2	Solute Carrier Family 14 Member 2	Protein Coding	Q15849	51	GC18P045167	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC14A2	True	True	False	False
SLC15A1	Solute Carrier Family 15 Member 1	Protein Coding	P46059	54	GC13M098683	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC15A1	True	False	False	False
SLC15A2	Solute Carrier Family 15 Member 2	Protein Coding	Q16348	52	GC03P121894	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC15A2	False	True	False	False
SLC15A5	Solute Carrier Family 15 Member 5	Protein Coding	A6NIM6	37	GC12M016188	3.18359327316284	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC15A5	True	False	False	False
SLC16A1	Solute Carrier Family 16 Member 1	Protein Coding	P53985	61	GC01M113155	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A1	True	True	False	False
SLC16A10	Solute Carrier Family 16 Member 10	Protein Coding	Q8TF71	48	GC06P111087	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A10	True	False	False	False
SLC16A12	Solute Carrier Family 16 Member 12	Protein Coding	Q6ZSM3	45	GC10M089430	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A12	True	True	False	False
SLC16A2	Solute Carrier Family 16 Member 2	Protein Coding	P36021	57	GC0XP075145	14.2557973861694	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A2	True	True	False	False
SLC16A4	Solute Carrier Family 16 Member 4	Protein Coding	O15374	50	GC01M110362	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A4	False	True	False	False
SLC17A5	Solute Carrier Family 17 Member 5	Protein Coding	Q9NRA2	58	GC06M073593	1.3240978717804	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A5	True	True	False	False
SLC17A6	Solute Carrier Family 17 Member 6	Protein Coding	Q9P2U8	52	GC11P022373	4.51033353805542	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A6	True	True	False	True
SLC17A6-DT	SLC17A6 Divergent Transcript	RNA Gene		13	GC11M022284	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A6-DT	True	False	False	False
SLC17A7	Solute Carrier Family 17 Member 7	Protein Coding	Q9P2U7	54	GC19M049429	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A7	True	True	False	True
SLC17A8	Solute Carrier Family 17 Member 8	Protein Coding	Q8NDX2	51	GC12P100357	4.20236349105835	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A8	False	True	False	False
SLC18A1	Solute Carrier Family 18 Member A1	Protein Coding	P54219	55	GC08M020144	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC18A1	False	True	False	True
SLC18A2	Solute Carrier Family 18 Member A2	Protein Coding	Q05940	60	GC10P117241	21.7415008544922	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC18A2	True	True	False	True
SLC18A3	Solute Carrier Family 18 Member A3	Protein Coding	Q16572	55	GC10P049610	4.51033353805542	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC18A3	True	True	False	False
SLC18B1	Solute Carrier Family 18 Member B1	Protein Coding	Q6NT16	39	GC06M132769	1.55088591575623	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC18B1	False	True	False	False
SLC19A1	Solute Carrier Family 19 Member 1	Protein Coding	P41440	60	GC21M045493	1.13133585453033	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC19A1	False	True	False	False
SLC19A3	Solute Carrier Family 19 Member 3	Protein Coding	Q9BZV2	58	GC02M227685	14.0799808502197	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC19A3	True	True	True	False
SLC1A1	Solute Carrier Family 1 Member 1	Protein Coding	P43005	62	GC09P004490	4.04171895980835	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A1	True	True	False	True
SLC1A2	Solute Carrier Family 1 Member 2	Protein Coding	P43004	62	GC11M035281	5.30981731414795	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A2	True	True	False	True
SLC1A3	Solute Carrier Family 1 Member 3	Protein Coding	P43003	62	GC05P036736	14.4731197357178	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A3	True	True	False	True
SLC1A4	Solute Carrier Family 1 Member 4	Protein Coding	P43007	57	GC02P064988	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A4	True	True	False	True
SLC1A5	Solute Carrier Family 1 Member 5	Protein Coding	Q15758	58	GC19M108949	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A5	True	True	False	False
SLC1A6	Solute Carrier Family 1 Member 6	Protein Coding	P48664	57	GC19M014950	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A6	False	True	False	True
SLC20A1	Solute Carrier Family 20 Member 1	Protein Coding	Q8WUM9	56	GC02P154105	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A1	False	True	False	False
SLC20A2	Solute Carrier Family 20 Member 2	Protein Coding	Q08357	58	GC08M042416	16.0328903198242	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A2	False	True	False	True
SLC22A1	Solute Carrier Family 22 Member 1	Protein Coding	O15245	55	GC06P160121	0.465168923139572	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A1	False	True	False	False
SLC22A12	Solute Carrier Family 22 Member 12	Protein Coding	Q96S37	58	GC11P107724	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A12	True	True	False	False
SLC22A2	Solute Carrier Family 22 Member 2	Protein Coding	O15244	56	GC06M160232	0.583120107650757	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A2	False	True	False	False
SLC22A20P	Solute Carrier Family 22 Member 20, Pseudogene	Pseudogene	A6NK97	28	GC11P107792	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A20P	False	True	False	False
SLC22A23	Solute Carrier Family 22 Member 23	Protein Coding	A1A5C7	46	GC06M004176	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A23	True	False	False	False
SLC22A3	Solute Carrier Family 22 Member 3	Protein Coding	O75751	56	GC06P160348	0.4972864985466	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A3	False	True	False	False
SLC22A31	Solute Carrier Family 22 Member 31	Protein Coding	A6NKX4	32	GC16M089195	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A31	True	False	False	False
SLC22A4	Solute Carrier Family 22 Member 4	Protein Coding	Q9H015	58	GC05P132294	0.764915585517883	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A4	False	True	False	False
SLC22A5	Solute Carrier Family 22 Member 5	Protein Coding	O76082	60	GC05P132369	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A5	True	True	False	False
SLC23A2	Solute Carrier Family 23 Member 2	Protein Coding	Q9UGH3	51	GC20M004852	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC23A2	False	True	False	False
SLC24A3	Solute Carrier Family 24 Member 3	Protein Coding	Q9HC58	51	GC20P019212	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC24A3	True	True	False	False
SLC24A5	Solute Carrier Family 24 Member 5	Protein Coding	Q71RS6	50	GC15P048120	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC24A5	True	False	False	False
SLC25A1	Solute Carrier Family 25 Member 1	Protein Coding	P53007	58	GC22M085596	1.47381222248077	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A1	True	True	False	False
SLC25A11	Solute Carrier Family 25 Member 11	Protein Coding	Q02978	55	GC17M004937	1.41793096065521	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A11	False	True	False	False
SLC25A12	Solute Carrier Family 25 Member 12	Protein Coding	O75746	60	GC02M171783	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A12	True	True	False	True
SLC25A13	Solute Carrier Family 25 Member 13	Protein Coding	Q9UJS0	58	GC07M096120	1.52092230319977	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A13	True	True	False	True
SLC25A14	Solute Carrier Family 25 Member 14	Protein Coding	O95258	49	GC0XP130339	3.08620047569275	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A14	False	True	False	False
SLC25A15	Solute Carrier Family 25 Member 15	Protein Coding	Q9Y619	57	GC13P040789	4.54819202423096	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A15	True	False	False	False
SLC25A17	Solute Carrier Family 25 Member 17	Protein Coding	O43808	49	GC22M086150	1.6523232460022	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A17	True	False	False	False
SLC25A19	Solute Carrier Family 25 Member 19	Protein Coding	Q9HC21	55	GC17M098053	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A19	True	False	False	False
SLC25A20	Solute Carrier Family 25 Member 20	Protein Coding	O43772	58	GC03M048978	3.05096960067749	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A20	True	False	False	False
SLC25A21	Solute Carrier Family 25 Member 21	Protein Coding	Q9BQT8	54	GC14M036677	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A21	True	False	False	False
SLC25A22	Solute Carrier Family 25 Member 22	Protein Coding	Q9H936	54	GC11M015065	2.74776268005371	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A22	True	False	False	True
SLC25A24	Solute Carrier Family 25 Member 24	Protein Coding	Q6NUK1	54	GC01M108134	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A24	True	True	False	False
SLC25A26	Solute Carrier Family 25 Member 26	Protein Coding	Q70HW3	48	GC03P066133	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A26	True	True	False	False
SLC25A27	Solute Carrier Family 25 Member 27	Protein Coding	O95847	51	GC06P046652	3.98583769798279	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A27	True	True	False	False
SLC25A3	Solute Carrier Family 25 Member 3	Protein Coding	Q00325	58	GC12P098593	1.52092230319977	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A3	True	True	False	False
SLC25A32	Solute Carrier Family 25 Member 32	Protein Coding	Q9H2D1	52	GC08M103398	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A32	True	False	False	False
SLC25A36	Solute Carrier Family 25 Member 36	Protein Coding	Q96CQ1	48	GC03P140941	5.93650817871094	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A36	True	False	False	False
SLC25A4	Solute Carrier Family 25 Member 4	Protein Coding	P12235	61	GC04P185143	1.56242716312408	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A4	True	True	True	True
SLC25A43	Solute Carrier Family 25 Member 43	Protein Coding	Q8WUT9	45	GC0XP119399	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A43	True	False	False	False
SLC25A44	Solute Carrier Family 25 Member 44	Protein Coding	Q96H78	44	GC01P176815	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A44	False	True	False	False
SLC25A46	Solute Carrier Family 25 Member 46	Protein Coding	Q96AG3	50	GC05P110738	1.52092230319977	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A46	True	True	False	False
SLC25A5	Solute Carrier Family 25 Member 5	Protein Coding	P05141	56	GC0XP119468	4.77312517166138	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5	False	True	False	False
SLC25A5P2	Solute Carrier Family 25 Member 5 Pseudogene 2	Pseudogene		9	GC02M033839	0.433797001838684	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P2	True	False	False	False
SLC25A5P5	Solute Carrier Family 25 Member 5 Pseudogene 5	Pseudogene		11	GC07P032471	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P5	True	False	False	False
SLC25A6	Solute Carrier Family 25 Member 6	Protein Coding	P12236	53	GC0XM001386	1.52092230319977	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A6	False	True	False	False
SLC26A2	Solute Carrier Family 26 Member 2	Protein Coding	P50443	55	GC05P159260	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A2	True	False	False	False
SLC26A4	Solute Carrier Family 26 Member 4	Protein Coding	O43511	55	GC07P107660	2.74776268005371	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A4	True	False	False	False
SLC26A5-AS1	SLC26A5 Antisense RNA 1	RNA Gene		18	GC07P110875	2.14760088920593	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A5-AS1	False	False	False	True
SLC26A8	Solute Carrier Family 26 Member 8	Protein Coding	Q96RN1	54	GC06M106631	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A8	True	False	False	False
SLC27A1	Solute Carrier Family 27 Member 1	Protein Coding	Q6PCB7	51	GC19P152087	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A1	True	True	False	False
SLC27A2	Solute Carrier Family 27 Member 2	Protein Coding	O14975	57	GC15P050182	1.6523232460022	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A2	True	False	False	False
SLC27A3	Solute Carrier Family 27 Member 3	Protein Coding	Q5K4L6	50	GC01P176662	0.80652129650116	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A3	False	False	False	True
SLC27A4	Solute Carrier Family 27 Member 4	Protein Coding	Q6P1M0	56	GC09P128340	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A4	True	True	False	False
SLC27A5	Solute Carrier Family 27 Member 5	Protein Coding	Q9Y2P5	51	GC19M058479	1.6523232460022	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A5	True	False	False	False
SLC27A6	Solute Carrier Family 27 Member 6	Protein Coding	Q9Y2P4	54	GC05P128538	1.6523232460022	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A6	True	False	False	False
SLC28A2	Solute Carrier Family 28 Member 2	Protein Coding	O43868	48	GC15P045252	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC28A2	False	True	False	False
SLC28A3	Solute Carrier Family 28 Member 3	Protein Coding	Q9HAS3	49	GC09M121669	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC28A3	True	False	False	False
SLC28A3-AS1	SLC28A3 Regulatory Antisense RNA 1	RNA Gene		12	GC09P085161	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC28A3-AS1	True	False	False	False
SLC29A1	Solute Carrier Family 29 Member 1 (Augustine Blood Group)	Protein Coding	Q99808	61	GC06P044219	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC29A1	False	True	False	False
SLC29A2	Solute Carrier Family 29 Member 2	Protein Coding	Q14542	55	GC11M139830	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC29A2	False	True	False	False
SLC29A3	Solute Carrier Family 29 Member 3	Protein Coding	Q9BZD2	55	GC10P075830	4.67833662033081	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC29A3	True	False	False	False
SLC29A4	Solute Carrier Family 29 Member 4	Protein Coding	Q7RTT9	54	GC07P005274	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC29A4	True	True	False	False
SLC2A1	Solute Carrier Family 2 Member 1	Protein Coding	P11166	66	GC01M042925	14.8487672805786	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A1	True	True	False	True
SLC2A10	Solute Carrier Family 2 Member 10	Protein Coding	O95528	55	GC20P054110	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A10	True	True	False	False
SLC2A13	Solute Carrier Family 2 Member 13	Protein Coding	Q96QE2	51	GC12M039755	4.95714521408081	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A13	False	True	False	False
SLC2A13P1	SLC2A13 Pseudogene 1	Pseudogene		6	GC08P060141	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A13P1	True	False	False	False
SLC2A3	Solute Carrier Family 2 Member 3	Protein Coding	P11169	61	GC12M007919	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A3	True	True	False	False
SLC2A4	Solute Carrier Family 2 Member 4	Protein Coding	P14672	60	GC17P153733	3.98583769798279	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A4	False	True	False	False
SLC2A7	Solute Carrier Family 2 Member 7	Protein Coding	Q6PXP3	44	GC01M008992	1.20005345344543	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A7	False	True	False	False
SLC2A9	Solute Carrier Family 2 Member 9	Protein Coding	Q9NRM0	58	GC04M009772	1.47381222248077	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A9	True	True	False	True
SLC30A10	Solute Carrier Family 30 Member 10	Protein Coding	Q6XR72	54	GC01M219685	17.4626007080078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A10	False	True	False	False
SLC30A2	Solute Carrier Family 30 Member 2	Protein Coding	Q9BRI3	52	GC01M034727	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A2	False	True	False	False
SLC30A3	Solute Carrier Family 30 Member 3	Protein Coding	Q99726	51	GC02M027254	3.15902638435364	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A3	False	True	False	False
SLC30A4	Solute Carrier Family 30 Member 4	Protein Coding	O14863	50	GC15M045479	0.613481640815735	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A4	True	False	False	False
SLC30A5	Solute Carrier Family 30 Member 5	Protein Coding	Q8TAD4	51	GC05P069093	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A5	False	True	False	False
SLC30A6	Solute Carrier Family 30 Member 6	Protein Coding	Q6NXT4	50	GC02P032166	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A6	False	True	False	False
SLC30A9	Solute Carrier Family 30 Member 9	Protein Coding	Q6PML9	54	GC04P042001	14.8448963165283	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A9	True	True	False	False
SLC32A1	Solute Carrier Family 32 Member 1	Protein Coding	Q9H598	56	GC20P038724	3.2149076461792	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC32A1	True	True	False	True
SLC33A1	Solute Carrier Family 33 Member 1	Protein Coding	O00400	55	GC03M155821	3.05096960067749	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC33A1	True	False	False	False
SLC34A1	Solute Carrier Family 34 Member 1	Protein Coding	Q06495	57	GC05P190362	4.20860910415649	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC34A1	True	False	True	False
SLC34A3	Solute Carrier Family 34 Member 3	Protein Coding	Q8N130	53	GC09P153356	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC34A3	True	False	False	False
SLC35A1	Solute Carrier Family 35 Member A1	Protein Coding	P78382	52	GC06P087470	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35A1	True	False	False	False
SLC35A2	Solute Carrier Family 35 Member A2	Protein Coding	P78381	52	GC0XM048903	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35A2	True	False	False	True
SLC35A3	Solute Carrier Family 35 Member A3	Protein Coding	Q9Y2D2	52	GC01P100095	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35A3	True	False	False	False
SLC35B3	Solute Carrier Family 35 Member B3	Protein Coding	Q9H1N7	45	GC06M008413	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35B3	False	True	False	False
SLC35C1	Solute Carrier Family 35 Member C1	Protein Coding	Q96A29	51	GC11P049033	4.37512969970703	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35C1	True	False	False	True
SLC35D3	Solute Carrier Family 35 Member D3	Protein Coding	Q5M8T2	42	GC06P136922	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35D3	True	False	False	False
SLC35F1	Solute Carrier Family 35 Member F1	Protein Coding	Q5T1Q4	43	GC06P117907	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F1	True	False	False	False
